Player Full Name,Birth Date,Year Start,Year End,Position,Height,Wingspan,Weight
Ernie Vandeweghe,12.09.2028,1950,1956,F-G,190.5,,195
Errol Palmer,00.01.1900,1968,1968,F,195.6,,195
Ersan Ilyasova,15.05.1987,2007,2018,F,208.3,216.5,235
Erv Staggs,00.01.1900,1970,1970,F-G,198.1,,195
Ervin Inniger,16.01.1945,1968,1969,G,193,,190
Ervin Johnson,21.12.1967,1994,2006,C,210.8,,245
Erwin Mueller,12.03.1944,1967,1974,C-F,203.2,,230
Essie Hollis,16.05.1955,1979,1979,F,198.1,,195
Esteban Batista,02.09.1983,2006,2007,F-C,208.3,,270
Etan Thomas,01.04.1978,2002,2011,F,205.7,,256
Etdrick Bohannon,29.05.1973,1998,2001,F,205.7,,220
E'Twaun Moore,28.02.1989,2012,2018,G,193,207,191
Eugene Jeter,02.12.1983,2011,2011,G,180.3,,175
Evan Eschmeyer,30.05.1975,2000,2003,C,210.8,,255
Evan Fournier,29.10.1992,2013,2018,G-F,200.7,,205
Evan Turner,27.10.1988,2011,2018,G,200.7,203.2,220
Everette Stephens,21.10.1966,1989,1991,G,188,,175
Evers Burns,24.08.1971,1994,1994,F,203.2,,260
Evric Gray,13.12.1969,1997,1997,F,200.7,,235
Fab Melo,20.06.1990,2013,2013,C,213.4,219.7,255
Fabricio Oberto,21.03.1975,2006,2011,C-F,208.3,,245
Fat Lever,18.08.1960,1983,1994,G,190.5,,170
Fatty Taylor,13.03.1946,1970,1977,G,182.9,,175
Felipe Lopez,19.12.1974,1999,2002,G,195.6,,199
Felton Spencer,15.01.1968,1991,2002,C,213.4,,265
Fennis Dembo,24.01.1966,1989,1989,F,195.6,,215
Fernando Martin,25.03.1962,1987,1987,C,205.7,,220
Festus Ezeli,21.10.1989,2013,2016,C,210.8,228,255
Floyd Theard,05.09.1944,1970,1970,G,185.4,,170
Floyd Volker,21.06.2021,1950,1950,F-C,193,,205
Fly Williams,18.02.1953,1975,1975,G-F,195.6,,200
Flynn Robinson,28.04.1941,1967,1974,G,185.4,,185
Foots Walker,21.05.1951,1975,1984,G,182.9,,184
Forest Able,27.07.1932,1957,1957,G,190.5,,180
Forrest McKenzie,16.02.1963,1987,1987,F,200.7,,200
Fran Curran,09.09.2022,1949,1950,G,182.9,,175
Fran O'Hanlon,24.08.1948,1971,1971,G,185.4,,175
Francisco Elson,28.02.1976,2004,2012,C,213.4,,235
Francisco Garcia,31.12.1981,2006,2015,F-G,200.7,210.2,195
Frank Brickowski,14.08.1959,1985,1997,F-C,205.7,,240
Frank Card,28.12.1944,1969,1973,F,200.7,,195
Frank Fucarino,24.07.2020,1947,1947,F,188,,175
Frank Gates,12.04.2020,1950,1950,G,182.9,,160
Frank Johnson,23.11.1958,1982,1994,G,185.4,,185
Frank Kaminsky,04.04.1993,2016,2018,F-C,213.4,210.8,242
Frank Kendrick,11.09.1950,1975,1975,F,198.1,,198
Frank Kornet,27.01.1967,1990,1991,F,205.7,,225
Frank Kudelka,25.06.2025,1950,1953,G-F,188,,193
Frank Mangiapane,05.08.2025,1947,1947,G,177.8,,195
Frank Mason,03.04.1994,2018,2018,G,182.9,,189
Frank Ntilikina,28.07.1998,2018,2018,G,195.6,,190
Frank Oleynick,20.02.1955,1976,1977,G,188,,185
Frank Radovich,03.03.1938,1962,1962,F,203.2,,235
Frank Ramsey,13.07.1931,1955,1964,F-G,190.5,,190
Frank Reddout,00.01.1900,1954,1954,F,195.6,,195
Frank Russell,17.04.1949,1973,1973,G,190.5,,180
Frank Schade,22.01.1950,1973,1973,G,185.4,,170
Frank Selvy,09.11.1932,1955,1964,G-F,190.5,,180
Frank Williams,25.02.1980,2003,2005,G,190.5,203.2,212
Frankie Baumholtz,07.10.2018,1947,1947,G,177.8,,170
Frankie Brian,01.05.2023,1950,1956,G,185.4,,180
Frankie King,06.06.1972,1996,1997,G,185.4,,185
Frankie Sanders,23.01.1957,1979,1981,F-G,198.1,,200
Franklin Edwards,02.02.1959,1982,1988,G,185.4,,170
Fred Brown,07.08.1948,1972,1984,G,190.5,,182
Fred Carter,14.02.1945,1970,1977,G-F,190.5,,185
Fred Christ,06.08.1930,1955,1955,G,193,,210
Fred Cofield,04.01.1962,1986,1987,G,190.5,,190
Fred Diute,09.01.2029,1955,1955,G,190.5,,210
Fred Foster,18.03.1946,1969,1977,F,195.6,,210
Fred Hetzel,21.07.1942,1966,1971,F-C,203.2,,220
Fred Hilton,15.01.1948,1972,1973,G-F,190.5,,185
Fred Hoiberg,15.10.1972,1996,2005,G,193,,203
Fred Jacobs,02.12.2022,1947,1947,F,190.5,,175
Fred Jones,11.03.1979,2003,2009,G-F,193,213.4,210
Fred LaCour,07.02.1938,1961,1963,G-F,195.6,,210
Fred Paine,07.12.2025,1949,1949,F,195.6,,210
Fred Roberts,14.08.1960,1984,1997,F-C,208.3,,218
Fred Saunders,13.06.1951,1975,1978,F,200.7,,210
Fred Schaus,30.06.2025,1950,1954,F,195.6,,205
Fred Scolari,01.03.2022,1947,1955,G,177.8,,180
Fred Sheffield,05.11.2023,1947,1947,F,188,,165
Fred Taylor,05.02.1948,1971,1972,G-F,195.6,,180
Fred VanVleet,25.02.1994,2017,2018,G,182.9,,195
Fred Vinson,28.01.1971,1995,2000,G,193,,190
Freddie Boyd,13.06.1950,1973,1978,G,188,,180
Freddie Crawford,23.12.1941,1967,1971,G-F,193,,189
Freddie Lewis,06.01.2021,1949,1950,F-G,188,,195
Freddie Lewis,06.01.2021,1967,1977,G,182.9,,175
Freeman Williams,15.05.1956,1979,1986,G-F,193,,190
Frido Frey,26.10.2021,1947,1947,F,188,,195
Fritz Nagy,03.01.2024,1949,1949,G-F,188,,185
Furkan Aldemir,09.08.1991,2015,2015,F-C,208.3,,240
Furkan Korkmaz,24.07.1997,2018,2018,G,200.7,,185
Gabe Pruitt,19.04.1986,2008,2009,G,193,,170
Gail Goodrich,23.04.1943,1966,1979,G,185.4,,170
Gal Mekel,04.03.1988,2014,2015,G,190.5,,191
Gale Bishop,04.06.2022,1949,1949,F,190.5,,195
Gani Lawal,07.11.1988,2011,2011,F,205.7,213.4,234
Gar Heard,03.05.1948,1971,1981,F,198.1,,219
Garfield Smith,18.11.1945,1971,1973,C-F,205.7,,235
Garland O'Shields,23.05.2021,1947,1947,G-F,185.4,,195
Garret Siler,25.10.1986,2011,2011,C,210.8,,305
Garrett Temple,08.05.1986,2010,2018,G,198.1,,195
Garry Witts,03.07.1959,1982,1982,G-F,200.7,,190
Garth Joseph,08.08.1973,2001,2001,C,218.4,,315
Gary Alcorn,08.10.1936,1960,1961,C,205.7,,225
Gary Alexander,01.11.1969,1994,1994,F,200.7,,240
Gary Bergen,16.07.1932,1957,1957,C,203.2,,210
Gary Bradds,26.07.1942,1965,1971,F,203.2,,210
Gary Brokaw,11.01.1954,1975,1978,G,193,,178
Gary Forbes,25.02.1985,2011,2012,F,200.7,211.5,220
Gary Freeman,25.07.1948,1971,1971,F,205.7,,210
Gary Garland,12.10.1957,1980,1980,G,193,,180
Gary Grant,21.04.1965,1989,2001,G,190.5,,185
Gary Gray,23.02.1945,1968,1968,G,185.4,,185
Gary Gregor,13.08.1945,1969,1974,F-C,200.7,,225
Gary Harris,14.09.1994,2015,2018,G,193,200,210
Gary Hill,07.10.1941,1964,1965,G,193,,185
Gary Keller,13.06.1944,1968,1969,F-C,205.7,,220
Gary Leonard,16.02.1967,1990,1992,C,215.9,,250
Gary Melchionni,19.01.1951,1974,1975,G,188,,185
Gary Neal,03.10.1984,2011,2017,G,193,,210
Gary Payton,23.07.1968,1991,2007,G,193,,180
Gary Payton,23.07.1968,2017,2018,G,190.5,,190
Gary Phillips,07.12.1939,1962,1966,G,190.5,,189
Gary Plummer,21.02.1962,1985,1993,F-C,205.7,,215
Gary Suiter,18.01.1945,1971,1971,C-F,205.7,,225
Gary Trent,22.09.1974,1996,2004,F,203.2,,250
Gary Turner,00.01.1900,1968,1968,F,200.7,,200
Gary Voce,24.11.1965,1990,1990,F,205.7,,240
Gary Zeller,20.11.1947,1971,1972,G,190.5,,205
Gaylon Nickerson,05.02.1969,1997,1997,G,190.5,,190
Geert Hammink,12.07.1969,1994,1996,C,213.4,,262
Gene Banks,15.05.1959,1982,1987,F-G,200.7,,215
Gene Berce,22.11.2026,1950,1950,G-F,180.3,,175
Gene Conley,10.11.1930,1953,1964,C-F,203.2,,225
Gene Dyker,17.02.1930,1954,1954,F,198.1,,225
Gene Englund,21.10.2017,1950,1950,F-C,195.6,,205
Gene Gillette,00.01.1900,1947,1947,F,188,,205
Gene Guarilia,13.09.1937,1960,1963,F,195.6,,220
Gene James,15.02.2025,1949,1951,F,193,,180
Gene Littles,29.06.1943,1970,1975,G,182.9,,160
Gene Moore,29.07.1945,1969,1975,C-F,205.7,,225
Gene Ollrich,30.06.2022,1950,1950,G,180.3,,160
Gene Phillips,25.10.1948,1972,1973,G,193,,175
Gene Rhodes,02.09.2027,1953,1953,G,185.4,,170
Gene Rock,04.11.2021,1948,1948,G,175.3,,155
Gene Short,07.08.1953,1976,1976,F,198.1,,200
Gene Shue,18.12.1931,1955,1964,G,188,,170
Gene Stump,13.11.2023,1948,1950,F-G,188,,185
Gene Tormohlen,12.05.1937,1963,1970,C-F,203.2,,230
Gene Vance,25.02.2023,1948,1952,G-F,190.5,,195
Gene Wiley,12.11.1937,1963,1968,C,208.3,,210
Gene Williams,01.04.1947,1970,1970,F,200.7,,235
Geno Carlisle,13.08.1976,2005,2005,G,190.5,,180
Geoff Crompton,04.07.1955,1979,1984,C,210.8,,280
Geoff Huston,08.11.1957,1980,1987,G,188,,175
Geoff Petrie,17.04.1948,1971,1976,G,193,,190
George Adams,15.05.1949,1973,1975,F-G,195.6,,210
George Blaney,12.11.1939,1962,1962,G,185.4,,175
George Bon Salle,01.07.1935,1962,1962,F,203.2,,220
George Brown,30.10.1935,1958,1958,F,198.1,,190
George Bruns,30.08.1946,1973,1973,G,182.9,,160
George Bucci,09.07.1953,1976,1976,G,190.5,,200
George Carter,10.01.1944,1968,1976,F-G,193,,210
George Dempsey,19.07.2029,1955,1959,G,188,,190
George Feigenbaum,02.07.2029,1950,1953,G,185.4,,185
George Gervin,27.04.1952,1973,1986,G-F,200.7,,180
George Glamack,07.06.2018,1949,1949,C-F,198.1,,225
George Hill,04.05.1986,2009,2018,G,190.5,205.7,188
George Irvine,01.02.1948,1971,1976,F-G,198.1,,200
George Johnson,19.06.1947,1971,1974,C,210.8,,245
George Johnson,19.06.1947,1973,1986,C-F,210.8,,205
George Johnson,19.06.1947,1979,1986,F-C,200.7,,210
George Kaftan,22.02.2028,1949,1953,F,190.5,,190
George Karl,12.05.1952,1974,1978,,0,,
George King,16.08.2028,1952,1958,G,182.9,,175
George Lee,23.11.1936,1961,1968,F-G,193,,200
George Lehmann,01.05.1942,1968,1974,G,182.9,,180
George Lynch,03.09.1970,1994,2005,F,203.2,,218
George McCloud,27.05.1967,1990,2002,G-F,198.1,,205
George McGinnis,12.08.1950,1972,1982,F-C,203.2,,235
George McLeod,03.01.1931,1953,1953,F,195.6,,200
George Mearns,18.04.2022,1947,1948,F,190.5,,175
George Mikan,18.06.2024,1949,1956,C,208.3,,245
George Munroe,05.01.2022,1947,1948,G,180.3,,170
George Nostrand,25.01.2024,1947,1950,C-F,203.2,,195
George Pastushok,13.07.2022,1947,1947,G,185.4,,195
George Patterson,26.11.1939,1968,1968,C-F,203.2,,230
George Pearcy,02.07.2019,1947,1947,G,185.4,,165
George Peeples,30.10.1943,1968,1973,C-F,200.7,,190
George Ratkovicz,13.11.2022,1950,1955,C-F,198.1,,220
George Reynolds,23.11.1947,1970,1970,G,193,,195
George Senesky,04.04.2022,1947,1954,G,188,,179
George Stone,09.02.1946,1969,1972,F,200.7,,195
George Sutor,14.09.1943,1968,1970,C,203.2,,235
George Thompson,29.11.1947,1970,1975,G,188,,200
George Tinsley,19.09.1946,1970,1972,F,195.6,,205
George Trapp,11.07.1948,1972,1977,F-C,203.2,,205
George Wilson,09.05.1942,1965,1971,C,203.2,,225
George Yardley,03.11.2028,1954,1960,F-G,195.6,,190
George Zidek,02.08.1973,1996,1998,C,213.4,,250
Georges Niang,17.06.1993,2017,2017,F,203.2,208.3,230
Georgi Glouchkov,10.01.1960,1986,1986,F,203.2,,235
Georgios Papagiannis,03.07.1997,2017,2018,C,215.9,,240
Gerald Brown,28.07.1975,1999,1999,G,193,,210
Gerald Fitch,12.08.1982,2006,2006,G,190.5,,188
Gerald Glass,12.11.1967,1991,1996,G-F,195.6,,221
Gerald Govan,02.01.1942,1968,1976,F-C,208.3,,220
Gerald Green,26.01.1986,2006,2017,G-F,200.7,207.6,205
Gerald Henderson,16.01.1956,1980,1992,G,188,208.9,175
Gerald Henderson,16.01.1956,2010,2017,G,195.6,208.9,215
Gerald Madkins,18.04.1969,1994,1998,G,193,,200
Gerald Paddio,21.04.1965,1991,1994,F-G,200.7,,205
Gerald Wallace,23.07.1982,2002,2015,F,200.7,,215
Gerald Wilkins,11.09.1963,1986,1999,G-F,198.1,,185
Gerard King,25.11.1972,1999,2001,F,205.7,,230
Gerry Calabrese,04.02.2025,1951,1952,G,185.4,,175
Gerry Ward,06.09.1941,1964,1967,G,193,,195
Gheorghe Muresan,14.02.1971,1994,2000,C,231.1,,303
Gian Clavell,26.11.1993,2018,2018,G,193,,185
Giannis Antetokounmpo,06.12.1994,2014,2018,F-G,210.8,,222
Giff Roux,28.06.2023,1947,1949,F-C,195.6,,195
Gil McGregor,14.06.1949,1972,1972,F,203.2,,240
Gilbert Arenas,06.01.1982,2002,2012,G,190.5,207,191
Gino Sovran,17.12.2024,1947,1947,F-G,188,,175
Glen Combs,30.10.1946,1969,1975,G,188,,185
Glen Davis,01.01.1986,2008,2015,F-C,205.7,,289
Glen Gondrezick,30.08.1955,1978,1983,F-G,198.1,,218
Glen Rice,28.05.1967,1990,2004,F,200.7,206.4,215
Glen Rice,28.05.1967,2014,2015,G,198.1,206.4,206
Glen Selbo,29.03.2026,1950,1950,G-F,190.5,,196
Glenn Hagan,25.06.1955,1982,1982,G,182.9,,170
Glenn Hansen,21.04.1952,1976,1978,G,193,,205
Glenn McDonald,18.03.1952,1975,1977,F-G,198.1,,190
Glenn Mosley,26.12.1955,1978,1979,F,203.2,,195
Glenn Robinson,10.01.1973,1995,2005,F,200.7,,225
Glenn Robinson,10.01.1973,2015,2017,G-F,198.1,,222
Glynn Saulters,10.02.1945,1969,1969,G,188,,175
God Shammgod,29.04.1976,1998,1998,G,182.9,,169
Goo Kennedy,23.08.1949,1972,1977,F-C,195.6,,205
Goose Ligon,22.02.1944,1968,1974,F-C,200.7,,210
Goran Dragic,06.05.1986,2009,2018,G,190.5,,190
Gordan Giricek,20.06.1977,2003,2008,G-F,198.1,,210
Gordon Hayward,23.03.1990,2011,2018,F-G,203.2,202.6,226
Gorgui Dieng,18.01.1990,2014,2018,C,210.8,222.3,241
Gorham Getchell,14.08.2020,1947,1947,C,193,,205
Grady Lewis,25.03.2017,1947,1949,F-C,200.7,,215
Grady O'Malley,25.04.1948,1970,1970,F,195.6,,205
Grant Gondrezick,19.01.1963,1987,1989,G,195.6,,205
Grant Hill,05.10.1972,1995,2013,F-G,203.2,,225
Grant Jerrett,08.07.1993,2015,2015,F,208.3,218.4,235
Grant Long,12.03.1966,1989,2003,F,203.2,,225
Grant Simmons,07.03.1943,1968,1969,G,190.5,,190
Granville Waiters,08.01.1961,1984,1988,C,210.8,,225
Greg Anderson,22.06.1964,1988,1998,F-C,208.3,,230
Greg Anthony,15.11.1967,1992,2002,G,182.9,,176
Greg Ballard,29.01.1955,1978,1989,F,200.7,,215
Greg Buckner,16.09.1976,2000,2009,G,193,,210
Greg Bunch,15.05.1956,1979,1979,F,198.1,,190
Greg Butler,11.03.1966,1989,1991,C,210.8,,240
Greg Deane,06.12.1957,1980,1980,G,193,,190
Greg Dreiling,07.11.1962,1987,1997,C,215.9,,250
Greg Fillmore,07.03.1947,1971,1972,C,215.9,,240
Greg Foster,03.10.1968,1991,2003,F-C,210.8,,240
Greg Graham,26.11.1970,1994,1998,G,193,,174
Greg Grant,29.08.1966,1990,1996,G,170.2,,140
Greg Griffin,06.09.1952,1978,1978,F,200.7,,190
Greg Howard,08.01.1948,1971,1972,F-C,205.7,,215
Greg Hyder,21.06.1948,1971,1971,F,198.1,,215
Greg Jackson,02.08.1952,1975,1975,G,182.9,,180
Greg Kelser,17.09.1957,1980,1985,F,200.7,,190
Greg Kite,05.08.1961,1984,1995,C,210.8,,250
Greg Lee,12.12.1951,1975,1976,G,190.5,,190
Greg Minor,18.09.1971,1995,1999,G-F,198.1,,210
Greg Monroe,04.06.1990,2011,2018,C-F,210.8,219.1,265
Greg Oden,22.01.1988,2009,2014,C,213.4,224.2,250
Greg Ostertag,06.03.1973,1996,2006,C,218.4,,280
Greg Smith,28.01.1947,1969,1976,F,195.6,,195
Greg Smith,28.01.1947,2012,2016,C,208.3,,250
Greg Stiemsma,26.09.1985,2012,2015,C,210.8,,260
Greg Stokes,05.08.1963,1986,1990,F-C,208.3,,220
Greg Sutton,03.12.1967,1992,1996,G,188,,170
Greg Wittman,10.05.1947,1970,1971,F,203.2,,210
Greivis Vasquez,16.01.1987,2011,2017,G,198.1,200.7,217
Guerschon Yabusele,17.12.1995,2018,2018,F,200.7,,260
Guillermo Diaz,04.03.1985,2008,2008,G,188,,192
Gundars Vetra,22.05.1967,1993,1993,F,198.1,,195
Gus Bailey,18.02.1951,1975,1980,G-F,195.6,,185
Gus Gerard,27.07.1953,1975,1981,F-G,203.2,,200
Gus Johnson,13.12.1938,1964,1973,F-C,198.1,,230
Gus Williams,10.10.1953,1976,1987,G,188,,175
Gustavo Ayon,01.04.1985,2012,2014,C,208.3,,250
Guy Manning,04.02.1944,1968,1969,F,198.1,,195
Guy Morgan,23.08.1960,1983,1983,G,203.2,,205
Guy Rodgers,01.09.1935,1959,1970,G,182.9,,185
Guy Rucker,27.07.1977,2003,2003,F-C,210.8,,265
Guy Sparrow,02.11.1932,1958,1960,F,198.1,,218
Guy Williams,01.07.1960,1985,1986,F,205.7,,200
Ha Seung-Jin,04.08.1985,2005,2006,C,221,,305
Hakeem Olajuwon,21.01.1963,1985,2002,C,213.4,,255
Hakim Warrick,08.07.1982,2006,2013,F,205.7,218.4,219
Hal Crisler,31.12.2023,1947,1947,F,190.5,,215
Hal Greer,26.06.1936,1959,1973,G-F,188,,175
Hal Hale,21.09.1945,1968,1968,G,185.4,,180
Hal Jeter,17.05.1945,1970,1970,G,190.5,,190
Hal Lear,31.01.1935,1957,1957,G,182.9,,163
Hal Tidrick,04.08.2015,1949,1949,F-G,185.4,,190
Hal Uplinger,30.09.2029,1954,1954,G,193,,185
Hamady N'Diaye,12.01.1987,2011,2014,C,213.4,,235
Hamed Haddadi,19.05.1985,2009,2013,C,218.4,,254
Hank Beenders,02.06.2016,1947,1949,C-F,198.1,,185
Hank Biasatti,14.01.2022,1947,1947,G,180.3,,175
Hank DeZonie,12.02.2022,1951,1951,C-F,198.1,,215
Hank Finkel,20.04.1942,1967,1975,C,213.4,,240
Hank Lefkowitz,31.08.2023,1947,1947,F,188,,190
Hank McDowell,13.11.1959,1982,1987,F-C,205.7,,215
Hank Rosenstein,16.06.2020,1947,1947,F,193,,185
Hank Whitney,28.04.1939,1968,1970,F-C,200.7,,230
Hank Williams,28.04.1952,1975,1975,F,195.6,,210
Hanno Mottola,09.09.1976,2001,2002,C,210.8,,247
Happy Hairston,31.05.1942,1965,1975,F,200.7,,225
Harold Brown,02.10.2023,1947,1947,G,182.9,,155
Harold Ellis,07.10.1970,1994,1998,G,195.6,,200
Harold Fox,29.08.1949,1973,1973,G,188,,175
Harold Jamison,20.11.1976,2000,2002,F,203.2,,260
Harold Johnson,30.01.2020,1947,1947,C,198.1,,240
Harold Keeling,18.09.1963,1986,1986,G,193,,185
Harold Kottman,22.08.2022,1947,1947,C,203.2,,220
Harold Miner,05.05.1971,1993,1996,G,195.6,,210
Harold Pressley,14.07.1963,1987,1990,F-G,200.7,,210
Harrison Barnes,30.05.1992,2013,2018,F,203.2,211.5,210
Harry Barnes,25.07.1945,1969,1969,F,190.5,,205
Harry Boykoff,24.07.2022,1950,1951,C,208.3,,225
Harry Davis,27.01.1956,1979,1980,F,200.7,,220
Harry Dinnel,00.01.1900,1968,1968,F-G,193,,200
Harry Donovan,10.09.2026,1950,1950,G,188,,180
Harry Gallatin,26.04.2027,1949,1958,F-C,198.1,,210
Harry Laurie,02.11.1944,1971,1971,G,185.4,,178
Harry Miller,28.07.2023,1947,1947,C-F,193,,230
Harry Rogers,31.12.1950,1976,1976,F,200.7,,195
Harry Zeller,10.07.2019,1947,1947,C-F,193,,210
Harthorne Wingo,09.09.1947,1973,1976,F,198.1,,210
Harvey Catchings,02.09.1951,1975,1985,C-F,205.7,,218
Harvey Grant,04.07.1965,1989,1999,F,203.2,,195
Harvey Marlatt,26.08.1948,1971,1973,G,190.5,,185
Hasheem Thabeet,16.02.1987,2010,2014,C,221,229.2,263
Hassan Adams,20.06.1984,2007,2009,G,193,,220
Hassan Whiteside,13.06.1989,2011,2018,C,213.4,231.1,265
Hawkeye Whitney,22.06.1957,1981,1982,G-F,195.6,,235
Haywoode Workman,23.01.1966,1990,2000,G,188,,180
Hedo Turkoglu,19.03.1979,2001,2015,F,208.3,,220
Henry Akin,31.07.1944,1967,1969,C-F,208.3,,225
Henry Bacon,05.07.1948,1973,1973,G,190.5,,205
Henry Bibby,24.11.1949,1973,1981,G,185.4,,185
Henry Dickerson,27.11.1951,1976,1977,G,193,,190
Henry Ellenson,13.01.1997,2017,2018,F,210.8,219.1,245
Henry James,29.07.1965,1991,1998,F,203.2,,220
Henry Logan,14.03.1946,1969,1970,G,182.9,,180
Henry Pearcy,21.07.2022,1947,1947,G,185.4,,170
Henry Sims,27.03.1990,2013,2016,C,208.3,223.5,248
Henry Turner,18.08.1966,1990,1995,G-F,200.7,,200
Henry Walker,09.10.1987,2009,2015,F,198.1,,220
Henry Ward,30.01.1952,1976,1977,G-F,193,,195
Herb Krautblatt,19.11.2026,1949,1949,G,185.4,,190
Herb Scherer,21.12.2028,1951,1952,C,205.7,,212
Herb White,15.06.1948,1971,1971,G,188,,195
Herb Williams,16.02.1958,1982,1999,C-F,208.3,,242
Herm Fuetsch,06.07.2018,1948,1948,G,182.9,,170
Herm Gilliam,05.05.1946,1970,1977,G-F,190.5,,190
Herm Hedderick,10.01.1930,1955,1955,G,195.6,,170
Herm Klotz,21.10.2021,1948,1948,G,170.2,,150
Herm Schaefer,20.12.2018,1949,1950,G-F,182.9,,175
Herschel Baltimore,21.06.2021,1947,1947,F,193,,195
Herschell Turner,29.03.1938,1968,1968,G,188,,195
Hersey Hawkins,29.09.1966,1989,2001,G,190.5,,190
Hilton Armstrong,11.11.1984,2007,2014,F-C,210.8,223.5,235
Hiram Fuller,15.05.1981,2004,2004,F,205.7,,240
Hollis Copeland,20.12.1955,1980,1982,F,198.1,,180
Hollis Thompson,03.04.1991,2014,2017,G-F,203.2,207,206
Hook Dillon,08.01.2024,1950,1950,F,190.5,,180
Hoot Gibson,05.12.2021,1950,1950,F-C,195.6,,198
Horace Grant,04.07.1965,1988,2004,F-C,208.3,,215
Horace Jenkins,14.10.1974,2005,2005,G,185.4,196.2,180
Horace Walker,17.04.1937,1962,1962,F,190.5,,210
Horacio Llamas Grey,17.07.1973,1997,1998,C,210.8,,285
Hot Rod Hundley,26.10.1934,1958,1963,G,193,,185
Hot Rod Williams,09.08.1962,1987,1999,F-C,210.8,,215
Howard Bayne,28.07.1942,1968,1968,F,198.1,,235
Howard Carter,26.10.1961,1984,1985,G,195.6,,215
Howard Eisley,04.12.1972,1995,2006,G,188,,177
Howard Komives,09.05.1941,1965,1974,G,185.4,,185
Howard Nathan,21.01.1972,1996,1996,G,180.3,,175
Howard Porter,31.08.1948,1972,1978,F-C,203.2,,220
Howard Wood,20.05.1959,1982,1982,F,200.7,,235
Howard Wright,20.12.1967,1991,1993,F,203.2,,220
Howie Carl,07.06.1938,1962,1962,G,175.3,,160
Howie Dallmar,24.05.2022,1947,1949,F,193,,200
Howie Janotta,19.10.2024,1950,1950,F,190.5,,185
Howie Jolliff,20.07.1938,1961,1963,F-C,200.7,,218
Howie McCarty,00.01.1900,1947,1947,F-G,188,,190
Howie Montgomery,22.08.1940,1963,1963,F,195.6,,220
Howie Rader,29.03.2021,1949,1949,G-F,185.4,,190
Howie Schultz,03.07.2022,1950,1953,C-F,198.1,,200
Howie Shannon,10.06.2023,1949,1950,G-F,188,,175
Howie Wright,22.02.1947,1971,1972,G,190.5,,185
Hub Reed,04.10.1936,1959,1965,C-F,205.7,,215
Hubert Davis,17.05.1970,1993,2004,G,195.6,,183
Hubie White,26.01.1940,1963,1971,G-F,193,,205
Hutch Jones,01.09.1959,1983,1984,F,203.2,,190
Ian Clark,07.03.1991,2014,2018,G,190.5,,175
Ian Lockhart,25.06.1967,1991,1991,F,203.2,,240
Ian Mahinmi,05.11.1986,2008,2018,C,210.8,,250
Ibo Kutluay,01.07.1974,2005,2005,G,198.1,,200
Igor Rakocevic,29.03.1978,2003,2003,G,190.5,196.2,183
Ike Anigbogu,22.10.1998,2018,2018,F-C,208.3,229.2,252
Ike Borsavage,25.07.2024,1951,1951,C-F,203.2,,220
Ike Diogu,11.09.1983,2006,2012,F,203.2,222.3,250
Iman Shumpert,26.06.1990,2012,2018,G,195.6,207,220
Ime Udoka,09.08.1977,2004,2011,F,198.1,,215
Ira Bowman,11.06.1973,2000,2002,G,195.6,,195
Ira Harge,14.03.1941,1968,1973,C,205.7,,225
Ira Newble,20.01.1975,2001,2008,F,200.7,,220
Ira Terrell,19.06.1954,1977,1979,F-C,203.2,,200
Irv Bemoras,18.11.1930,1954,1957,F-G,190.5,,185
Irv Kiffin,08.08.1951,1980,1980,F,205.7,,225
Irv Rothenberg,31.12.2021,1947,1949,C,200.7,,215
Irv Torgoff,06.03.2017,1947,1949,F,188,,192
Irving Thomas,02.01.1966,1991,1991,F,203.2,,225
Isaac Austin,18.08.1969,1992,2002,C,208.3,,255
Isaac Fontaine,16.04.1975,2002,2002,G,193,,210
Isaac Walthour,25.08.1930,1954,1954,G,180.3,,163
Isaiah Canaan,21.05.1991,2014,2018,G,182.9,194.3,201
Isaiah Morris,02.04.1969,1993,1993,F,203.2,,229
Isaiah Rider,12.03.1971,1994,2002,G,195.6,,215
Isaiah Taylor,11.07.1994,2017,2018,G,190.5,,170
Isaiah Thomas,07.02.1989,2012,2017,G,175.3,187.3,185
Isaiah Whitehead,08.03.1995,2017,2018,G,193,205.1,213
Isaiah Wilson,31.05.1948,1972,1973,G,188,,175
Ish Smith,05.07.1988,2011,2018,G,182.9,,175
Isiah Thomas,30.04.1961,1982,1994,G,185.4,,180
Ivan Johnson,10.04.1984,2012,2013,F,203.2,,230
Ivan McFarlin,26.04.1982,2007,2007,F,203.2,205.7,240
Ivan Rabb,04.02.1997,2018,2018,F,208.3,217.2,220
Ivano Newbill,12.12.1970,1995,1998,F,205.7,,245
Ivica Zubac,18.03.1997,2017,2018,C,215.9,,265
J.J. Anderson,23.09.1960,1983,1985,F,203.2,,195
J.J. Barea,26.06.1984,2007,2018,G,182.9,,185
J.J. Hickson,04.09.1988,2009,2016,F-C,205.7,,242
J.J. O'Brien,08.04.1992,2016,2016,F,200.7,,228
J.J. Redick,24.06.1984,2007,2018,G,193,,190
J.R. Bremer,19.09.1980,2003,2004,G,188,188.6,185
J.R. Giddens,13.02.1985,2009,2010,G,195.6,211.5,215
J.R. Henderson,30.10.1976,1999,1999,F,203.2,,226
J.R. Reid,31.03.1968,1990,2001,F,205.7,,247
